Date,away_team,home_team
2015/9/20,LA Angels,Minnesota
2015/9/20,Oakland,Houston
2015/9/20,Seattle,Texas
2015/9/20,Arizona,San Francisco
2015/9/20,Pittsburgh,LA Dodgers
2015/9/20,San Diego,Colorado
2015/9/21,Baltimore,Washington
2015/9/21,NY Yankees,Toronto
2015/9/21,Chicago White Sox,Detroit
2015/9/21,Tampa Bay,Boston
2015/9/21,Atlanta,NY Mets
2015/9/21,Milwaukee,Chicago Cubs
2015/9/21,LA Angels,Houston
2015/9/21,Cincinnati,St. Louis
2015/9/21,Pittsburgh,Colorado
2015/9/21,Arizona,LA Dodgers
2015/9/22,Baltimore,Washington
2015/9/22,NY Yankees,Toronto
2015/9/22,Chicago White Sox,Detroit
2015/9/22,Tampa Bay,Boston
2015/9/22,Atlanta,NY Mets
2015/9/22,Philadelphia,Miami
2015/9/22,Milwaukee,Chicago Cubs
2015/9/22,Seattle,Kansas City
2015/9/22,Cleveland,Minnesota
2015/9/22,LA Angels,Houston
2015/9/22,Cincinnati,St. Louis
2015/9/22,Pittsburgh,Colorado
2015/9/22,Texas,Oakland
2015/9/22,Arizona,LA Dodgers
2015/9/22,San Francisco,San Diego
2015/9/23,Chicago White Sox,Detroit
2015/9/23,LA Angels,Houston
2015/9/23,Baltimore,Washington
2015/9/23,NY Yankees,Toronto
2015/9/23,Tampa Bay,Boston
2015/9/23,Atlanta,NY Mets
2015/9/23,Philadelphia,Miami
2015/9/23,Milwaukee,Chicago Cubs
2015/9/23,Seattle,Kansas City
2015/9/23,Cleveland,Minnesota
2015/9/23,Cincinnati,St. Louis
2015/9/23,Pittsburgh,Colorado
2015/9/23,Texas,Oakland
2015/9/23,Arizona,LA Dodgers
2015/9/23,San Francisco,San Diego
2015/9/24,Arizona,LA Dodgers
2015/9/24,Pittsburgh,Colorado
2015/9/24,Texas,Oakland
2015/9/24,Chicago White Sox,NY Yankees
2015/9/24,Tampa Bay,Boston
2015/9/24,NY Mets,Cincinnati
2015/9/24,Philadelphia,Miami
2015/9/24,Milwaukee,St. Louis
2015/9/24,Seattle,Kansas City
2015/9/24,Cleveland,Minnesota
2015/9/24,San Francisco,San Diego
2015/9/25,Pittsburgh,Chicago Cubs
2015/9/25,Chicago White Sox,NY Yankees
2015/9/25,Philadelphia,Washington
2015/9/25,Tampa Bay,Toronto
2015/9/25,Minnesota,Detroit
2015/9/25,Baltimore,Boston
2015/9/25,NY Mets,Cincinnati
2015/9/25,Atlanta,Miami
2015/9/25,Cleveland,Kansas City
2015/9/25,Texas,Houston
2015/9/25,LA Dodgers,Colorado
2015/9/25,Milwaukee,St. Louis
2015/9/25,Seattle,LA Angels
2015/9/25,San Francisco,Oakland
2015/9/25,Arizona,San Diego
2015/9/26,Baltimore,Boston
2015/9/26,Chicago White Sox,NY Yankees
2015/9/26,Pittsburgh,Chicago Cubs
2015/9/26,Tampa Bay,Toronto
2015/9/26,NY Mets,Cincinnati
2015/9/26,San Francisco,Oakland
2015/9/26,Philadelphia,Washington
2015/9/26,Atlanta,Miami
2015/9/26,Minnesota,Detroit
2015/9/26,Cleveland,Kansas City
2015/9/26,Texas,Houston
2015/9/26,Milwaukee,St. Louis
2015/9/26,LA Dodgers,Colorado
2015/9/26,Arizona,San Diego
2015/9/26,Seattle,LA Angels
2015/9/27,Baltimore,Boston
2015/9/27,Seattle,LA Angels
2015/9/27,Chicago White Sox,NY Yankees
2015/9/27,Pittsburgh,Chicago Cubs
2015/9/27,Tampa Bay,Toronto
2015/9/27,Minnesota,Detroit
2015/9/27,NY Mets,Cincinnati
2015/9/27,Atlanta,Miami
2015/9/27,Philadelphia,Washington
2015/9/27,Cleveland,Kansas City
2015/9/27,Texas,Houston
2015/9/27,Milwaukee,St. Louis
2015/9/27,San Francisco,Oakland
2015/9/27,Arizona,San Diego
2015/9/27,LA Dodgers,Colorado
2015/9/28,Toronto,Baltimore
2015/9/28,Minnesota,Cleveland
2015/9/28,Boston,NY Yankees
2015/9/28,St. Louis,Pittsburgh
2015/9/28,Detroit,Texas
2015/9/28,Oakland,LA Angels
2015/9/28,Houston,Seattle
2015/9/28,LA Dodgers,San Francisco
2015/9/29,Toronto,Baltimore
2015/9/29,Minnesota,Cleveland
2015/9/29,Boston,NY Yankees
2015/9/29,NY Mets,Philadelphia
2015/9/29,St. Louis,Pittsburgh
2015/9/29,Washington,Atlanta
2015/9/29,Chicago Cubs,Cincinnati
2015/9/29,Miami,Tampa Bay
2015/9/29,Detroit,Texas
2015/9/29,Kansas City,Chicago White Sox
2015/9/29,Colorado,Arizona
2015/9/29,Oakland,LA Angels
2015/9/29,Houston,Seattle
2015/9/29,Milwaukee,San Diego
2015/9/29,LA Dodgers,San Francisco
2015/9/30,Detroit,Texas
2015/9/30,Toronto,Baltimore
2015/9/30,Oakland,LA Angels
2015/9/30,Minnesota,Cleveland
2015/9/30,Boston,NY Yankees
2015/9/30,NY Mets,Philadelphia
2015/9/30,St. Louis,Pittsburgh
2015/9/30,Washington,Atlanta
2015/9/30,Chicago Cubs,Cincinnati
2015/9/30,Miami,Tampa Bay
2015/9/30,Kansas City,Chicago White Sox
2015/9/30,Colorado,Arizona
2015/9/30,Houston,Seattle
2015/9/30,Milwaukee,San Diego
2015/9/30,LA Dodgers,San Francisco
2015/10/1,Chicago Cubs,Cincinnati
2015/10/1,LA Dodgers,San Francisco
2015/10/1,Milwaukee,San Diego
2015/10/1,Toronto,Baltimore
2015/10/1,Minnesota,Cleveland
2015/10/1,Boston,NY Yankees
2015/10/1,NY Mets,Philadelphia
2015/10/1,Washington,Atlanta
2015/10/1,Miami,Tampa Bay
2015/10/1,LA Angels,Texas
2015/10/1,Kansas City,Chicago White Sox
2015/10/1,Colorado,Arizona
2015/10/2,NY Yankees,Baltimore
2015/10/2,Boston,Cleveland
2015/10/2,Miami,Philadelphia
2015/10/2,Cincinnati,Pittsburgh
2015/10/2,Washington,NY Mets
2015/10/2,Toronto,Tampa Bay
2015/10/2,St. Louis,Atlanta
2015/10/2,LA Angels,Texas
2015/10/2,Detroit,Chicago White Sox
2015/10/2,Chicago Cubs,Milwaukee
2015/10/2,Kansas City,Minnesota
2015/10/2,Houston,Arizona
2015/10/2,Oakland,Seattle
2015/10/2,San Diego,LA Dodgers
2015/10/2,Colorado,San Francisco
2015/10/3,Colorado,San Francisco
2015/10/3,Toronto,Tampa Bay
2015/10/3,NY Yankees,Baltimore
2015/10/3,Boston,Cleveland
2015/10/3,Miami,Philadelphia
2015/10/3,Cincinnati,Pittsburgh
2015/10/3,Detroit,Chicago White Sox
2015/10/3,Chicago Cubs,Milwaukee
2015/10/3,Kansas City,Minnesota
2015/10/3,St. Louis,Atlanta
2015/10/3,Washington,NY Mets
2015/10/3,LA Angels,Texas
2015/10/3,Houston,Arizona
2015/10/3,Oakland,Seattle
2015/10/3,San Diego,LA Dodgers
2015/10/4,NY Yankees,Baltimore
2015/10/4,Boston,Cleveland
2015/10/4,LA Angels,Texas
2015/10/4,St. Louis,Atlanta
2015/10/4,Miami,Philadelphia
2015/10/4,Cincinnati,Pittsburgh
2015/10/4,Colorado,San Francisco
2015/10/4,Detroit,Chicago White Sox
2015/10/4,Chicago Cubs,Milwaukee
2015/10/4,Kansas City,Minnesota
2015/10/4,Oakland,Seattle
2015/10/4,San Diego,LA Dodgers
2015/10/4,Washington,NY Mets
2015/10/4,Houston,Arizona
2015/10/4,Toronto,Tampa Bay
